,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
627,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
628,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
629,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
630,    Allstate Insurance,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","Chicago, IL",,Machine Learning Engineer - Connected Car,,,
631,"    Orzota, Inc.","Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
632,    Hyatt,"
At least 3 years of professional experience as a Data Scientist. The Data Scientist – Analytics will join a team that is on an upward trajectory to enhance...","Chicago, IL",,Data Scientist – Analytics,,,
633,    Aon,"
Fixed Income Research Analyst 2418312 Full-time IL-Chicago Consulting Group Description Aon Is Looking For A Fixed Income Research Analyst. As part of","Chicago, IL",,Fixed Income Research Analyst,,,
634,    Deloitte,"
Experienceworking as a Data Scientist. Knowledgeof data, master data and metadata related standards, processes and technology....","Chicago, IL 60606 (Loop area)",,Big Data Senior Consultant,,,
635,    Millward Brown,"
Our Associate Client Analysts will design questionnaires, pull data, write reports, and understand how to tell a story from data....","Chicago, IL 60654 (Loop area)",,Market Research Associate Client Analyst,,,
636,    The Nielsen Company,"
Work with Data Scientists to automate and implement advanced analytical models. Data Warehousing, ETL & BI tools....","Chicago, IL 60647 (Logan Square area)",,Big Data / Cloud Engineer,,,
637,    Eyeview,"
In addition, the data scientist will also work with the data engineers and analytics team in creating and evolving a scalable predictive modeling platform for...","Chicago, IL",,"Data Scientist, Platform Optimization",,,
638,    University of Chicago,"
Experience working with text data strongly preferred. The University of Chicago Crime Lab New York team is seeking a Data Scientist to work on social science...","Chicago, IL",,Data Scientist,,,
639,    Robert Bosch LLC,"
Data Analytics using R. Proficient knowledge of computer architectures, network technologies, Databases and Data Analytics / Data Warehouse (e.g....","Mount Prospect, IL",,Big Data Scientist/Analyst with Bosch in Mt. Prospect,,,
640,    Workbridge Associates,"
Hadoop/Hive/Pig Big data Experience. A non-profit research and development organization in Des Plaines which develops, demonstrates, and licenses new energy...","Des Plaines, IL",120000.0,"Senior Data Scientist (Python, R) in Des Plaines",,,120000.0
641,    Precima,"
The Data Scientist will provide process execution support for client projects. Take analytical objectives and define data requirements....","Chicago, IL",,Data Scientist - P,,,
642,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
643,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
644,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
645,    Allstate Insurance,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","Chicago, IL",,Machine Learning Engineer - Connected Car,,,
646,"    Orzota, Inc.","Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
647,    Amyx,"
Amyx is seeking to hire a Data Scientist in Chicago, IL. Seeking a Senior Data Scientist with experience and knowledge of analytics to solve large-scale,...","Chicago, IL",,Data Scientist,,,
648,    Seeking Alpha Search International,"
Working with data validation members and information technology professionals to determine model data integrity. Seeking Alpha Search International, Inc....","Chicago, IL 60603 (Loop area)",155000.0,QUANTITATIVE MODEL VALIDATION ANALYST,,,155000.0
649,    KPMG,"
Five years of professional experience working as a Data Scientist. We are currently seeking a Data Scientist, to join our data analytics team in our Chicago...","Chicago, IL 60601 (Loop area)",,Data Scientist,,,
650,    Valence Health,"
We are looking for bright and energetic individuals to fill a data scientist position in our Analytic Services department....","Chicago, IL",,Data Scientist,,,
651,    Deloitte,"
Experience working as a Data Scientist. Knowledge of data, master data andmetadata related standards, processes and technology....","Chicago, IL 60606 (Loop area)",,Big Data Manager,,,
652,"    Technomic, Inc.","
1-2 years of data analysis, market research, or business experience. Create syndicated reports that illustrate key data points and provide clear, concise...","Chicago, IL 60606 (Loop area)",,Research Analyst (Products & Programs),,,
653,    General Dynamics - Information Technology,"
Plans data collection; Adjusts and weighs raw data; And interprets a wide variety of survey data. And analyzes and interprets statistical data from surveys;...","Chicago, IL",,Principal Statistician,,,
654,    Purohit Navigation,"
Assist with data QC process on an ad hoc basis. We offer thoughtful research design, expertly executed data collection, and actionable research insights to...","Chicago, IL 60606 (Loop area)",,Market Research Analyst,,,
655,    University of Chicago,"
Beamline Scientist (Junior):. Transcribing and coding data; Collects, records and analyzes data. The University of Chicago Center for Advanced Radiation Sources...","Chicago, IL",,Beamline Scientist (Junior),,,
656,    Civis Analytics,"
With a specialization in unstructured data, this Data Scientist role will apply techniques from fields such as machine learning, applied statistics, natural...","Chicago, IL",,Data Scientist - Unstructured Data,,,
657,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
658,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
659,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
