,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
2889,    State Farm Mutual Automobile Insurance Company,"
Reviews data in innovative ways to further the pricing and risk selection objectives of the enterprise. Communicates complex analytic methods and findings to...","Atlanta, GA",,Actuarial Statistician,,,
2890,    SciMetrika,"
Expertise in data management and statistical analysis. Develop procedures for data cleaning using SAS software....","Atlanta, GA 30329",,Statistician (Various levels of Experience - Multiple Positions),,,
2891,    Abt Associates,"
Review applications, data sets and models for anomalies to ensure accuracy. Abt Associates seeks a qualified Associate / Scientist, Evaluation to support the U...","Atlanta, GA 30345",,"Associate / Scientist, Evaluation",,,
2892,    Home Depot,"
Operates under the supervision and mentorship of more experienced managers and data scientists. 20%-Leverages data analytics tools to create new dashboards,...","Atlanta, GA",,Data Analyst Supply Chain,,,
2893,    Habitat for Humanity,"
4 years' minimum related experience working with data analysis, data cleansing and/or statistics. Senior Analyst - Data Analysis and Reporting....","Atlanta, GA",,Senior Analyst - Data Analysis and Reporting,,,
2894,    Leidos,"
Experience working with large data sets is a plus. Performing data management under the direction of the CDC staff,....","Atlanta, GA",,Statistician,,,
2895,    Verizon,"
As a Senior Data Scientist at Verizon, you’ll create analytical models to predict customer behavior or business events....","Alpharetta, GA 30022",,Senior Data Scientist,,,
2896,    AT&T,"
AT&T BIG DATA - SENIOR DATA SCIENTIST. Competitive Programmer or Competitive Data Scientist. Knowledge of scalable data visualization techniques....","Atlanta, GA",,Senior Data Scientist BIG DATA,,,
2897,    BSC Solutions Inc,"
Laboratory Information Mgt Systems or LIMS) to lab instrument/computer interfacing, data flow, knowledge mgt, and analytics....","Atlanta, GA",,LIMS Project/Program Manager,,,
2903,"    Pro-Sphere Tek, Inc.","
Provide data analysis plans for analysis of large data sets, including techniques for linking datasets from diverse sources, and knowledge of weighting of data...","Atlanta, GA",,Bio Statistician,,,
2904,    Office of Student Achievement,"
Experience analyzing education data. Designing and implementing data visualization templates and reports. Analyzing P-20 performance data for the education...","Atlanta, GA",65000.0,Policy and Research Analyst,,,65000.0
2905,    Newell Rubbermaid,"
Partnership - Participate in opportunities to help shape strategic goals for eCommerce and maintain close working relationship with our business partners and...","Atlanta, GA",,Senior eCommerce Data Engineer,,,
2906,    Kabbage,"
What it takes to be a Data Scientist at Kabbage. A day in the life of a Data Scientist at Kabbage. Work with multiple, complex data sources such as financial...","Atlanta, GA",,Data Scientist,,,
2907,    Oak Ridge Associated Universities,"
Conducting data analysis to generate the characteristics of the simulation population. Conducting a systematic review, meta-analysis, or original data analysis...","Atlanta, GA",,Statistical/Mathematical Modeler,,,
2908,    UCB S.A.,"
One who understands (or can quickly learn) the data, data sources, key questions, analytics approaches required....","Atlanta, GA",,Analytics and Strategy Lead,,,
2909,    State Farm,"
Reviews data in innovative ways to further the pricing and risk selection objectives of the enterprise. Communicates complex analytic methods and findings to...","Dunwoody, GA",,Actuarial Statistician,,,
2910,    firstPRO,"
External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....","Atlanta, GA",60.0,Data Scientist,60.0,,
2911,    Mckesson,"
Expertise troubleshooting data quality issues, analyzing data requirements, and utilizing big data systems. The Data Engineer will work with data scientists,...","Alpharetta, GA 30005",,"Data Engineer, Six Sigma",,,
2912,    Oak Ridge Associated Universities,"
Experience analyzing national survey data sets is desired. Experience analyzing data using R and SAS is required....","Atlanta, GA",,STD Statistical Analysis Fellowship -- CDC,,,
2919,    AT&T,"
Working knowledge of machine learning, big data and real-time analytics. Big data analytics of end-to-end service and quality management- Create service KPIs...","Atlanta, GA",,Sr Member of Technical Staff Data Scientist,,,
2920,    GE Digital,"
Primary role in recent positions must be as a data analyst or data scientist. Experience to perform on-demand, exploratory, and targeted data analyses to obtain...","Atlanta, GA",,Lead Data Engineer 1 Data & Analytics,,,
2921,    Centers for Disease Control and Prevention,"
As a Health Scientist your will:. In addition to meeting the basic requirements, applicants must have one year of specialized experience, equivalent to the GS...","Atlanta, GA",79247.0,Health Scientist,,,79247.0
2922,    Reed Elsevier,"
The incumbent will have a firm understanding of data mining, statistical methods, and multiple modeling/scoring techniques....","Alpharetta, GA",,Associate Statistical Modeler,,,
2923,"    eHire, LLC","
Senior Data Scientist*. A strong understanding of data profiling and data cleansing techniques. The Senior Data Scientist is responsible for collecting data and...","Atlanta, GA 30326 (Buckhead area)",150000.0,Sr Data Scientist,,,150000.0
2924,    InterContinental Hotels Group,"
Knowledge in Data Discovery, Data Analysis, and Providing Data Insights (Data. Overall strategy Data and Integration needs behind PBS, CRS, RMS, Data....","Atlanta, GA",,Data Integration Strategy Manager,,,
2925,    firstPRO,"
External data, internal data, machine data, etc), data formats and data structures. Conducts explanatory data analysis and prepares data sources to be analyzed....","Atlanta, GA",75.0,Senior Data Scientist,75.0,,
2926,    Aarons,"
As a Senior Analyst, Data Scientist, you will lead data science and data strategy initiatives across a variety of business functions....","Atlanta, GA",,"Senior Analyst, Data Scientist",,,
2927,    General Assembly,"
Data visualization techniques; Data Science Instructor Overview. Manipulation of large data sets; You are eager to shape the skills, minds, and trajectories of...","Atlanta, GA",,Part Time Data Science Instructor,,,
2928,    OPTOMI LLC,"
Data analytics capability (Fetching data from writing SQL to managing database to pulling data and running analysis)....","Alpharetta, GA",,"Data Scientist/ Data Analyst (Atlanta, GA)",,,
2948,    Celgene,Our translational scientists acquire and explore clinical and preclinical data to help guide clinical development....,"San Francisco, CA",,"Scientist I, Translational Development",,,
2959,    Circle,We are looking for talented data scientists to join our team. Lead the company in best practices for data and analytics....,"San Francisco, CA",,Risk Data Scientist,,,
2966,    Lawrence Berkeley National Laboratory,"
(ALS) has an opportunity for a Research Scientist or Staff Scientist. Research Scientist - Specific Responsibilities:....","Berkeley, CA",,Research/Staff Scientist,,,
2968,    MsgAI,"
Data Scientist / Machine Learning / Deep Learning / NLP full time position in Palo Alto. As a Data Scientist, you will collaborate closely with developers and...","San Francisco, CA",,Data Scientist / Machine Learning / Deep Learning / NLP,,,
2970,    Teespring,"
The Data team is composed of analysts, data scientists and engineers who are responsible for core data collections and application....","San Francisco, CA",,Business Intelligence Analyst,,,
2971,    Glass Lewis,"
COMPANY OVERVIEW Glass, Lewis & Co. is a leading investment research and global proxy advisory and voting services firm, serving institutions that","San Francisco, CA",,Junior Proxy Research Analyst - Asian Research Team (Korea),,,
2980,    Pivot Bio,"
Data produced will be shared with multiple groups within the company and experiments will be conducted independently and under the guidance of Analytics...","Berkeley, CA",,Strain Analytics Research Associate,,,
2984,    Lawrence Berkeley National Laboratory,"
Integrated Data Frameworks. Data Analytics and Visualization. Experience as part of a multidisciplinary, collaborative team that includes computer/computational...","Berkeley, CA",,Postdoctoral Fellow - Data Science and Technology Department,,,
2985,    University of California Berkeley,"
Facilitate application and interview process for orienting and hiring of graduate student researchers, postdoctoral scientists, and visiting scientists....","Berkeley, CA",21.17,"Faculty Support Administrator, Chemical and Biomolecular Engineering",21.17,,
2995,    University of California Berkeley,"
Demonstrated experience with programming for biological data analysis and familiarity with functional genetic and/or genomic data is expected....","Berkeley, CA",47406.0,Post-Doctoral Scholar-Employee: Analysis of omics data,,,47406.0
